"GameDay","GameID","TeamID","Team","OpponentID","Opponent","Location","Division","Conference","Playoffs","WinOrLoss","PlayerType","MIN","PTS","FGM","FGA","3FM","3FA","FTM","FTA","REB","AST","STL","BLK","OREB","TO","PF"
"2016-12-10","776120","25","Golden State","31","Memphis","V","","Western","","L","","235","89","34","77","9","27","12","20","42","15","6","8","10","23","23"
"2016-12-10","776120","31","Memphis","25","Golden State","H","","Western","","W","","235","110","38","87","8","26","26","29","47","23","10","5","11","10","19"
"2016-12-10","776121","13","Orlando","24","Denver","H","","Western","","L","","235","113","43","88","11","27","16","24","31","27","7","5","5","5","18"
"2016-12-10","776121","24","Denver","13","Orlando","V","","Western","","W","","235","121","47","83","8","19","19","25","44","25","2","4","9","12","20"
"2016-12-10","776122","17","San Antonio","36","Brooklyn","H","","Western","","W","","235","130","50","94","14","26","16","18","49","38","11","7","8","10","18"
"2016-12-10","776122","36","Brooklyn","17","San Antonio","V","","Western","","L","","233","101","36","87","7","27","22","25","47","21","6","2","11","16","16"
"2016-12-10","776123","15","Sacramento","26","Utah","V","","Western","","L","","234","84","34","90","9","26","7","13","34","17","10","4","12","10","14"
"2016-12-10","776123","26","Utah","15","Sacramento","H","","Western","","W","","234","104","37","77","13","29","17","18","54","23","9","10","13","22","16"
"2016-12-10","776124","7","Milwaukee","20","Washington","V","","Western","","L","","236","105","40","79","13","25","12","15","40","22","1","3","7","20","21"
"2016-12-10","776124","20","Washington","7","Milwaukee","H","","Western","","W","","235","110","40","88","8","21","22","28","40","29","10","4","12","9","17"
"2016-12-11","776125","22","Detroit","28","Philadelphia","H","","Western","","L","","236","79","32","82","5","19","10","14","34","15","15","2","10","15","18"
"2016-12-11","776125","28","Philadelphia","22","Detroit","V","","Western","","W","","235","97","38","68","7","17","14","17","42","24","11","4","5","20","13"
"2016-12-11","776126","21","New York","27","L.A. Lakers","V","","Western","","W","","234","118","41","84","10","22","26","31","44","21","9","11","8","10","15"
"2016-12-11","776126","27","L.A. Lakers","21","New York","H","","Western","","L","","235","112","42","88","10","28","18","22","41","26","7","1","9","14","22"
"2016-12-11","776127","2","Minnesota","25","Golden State","H","","Western","","L","","234","108","36","81","9","24","27","36","51","17","3","2","16","14","21"
"2016-12-11","776127","25","Golden State","2","Minnesota","V","","Western","","W","","233","116","38","83","13","32","27","30","37","30","9","4","6","8","24"
"2016-12-11","776128","5","Boston","35","Oklahoma City","V","","Western","","L","","235","96","40","90","11","32","5","8","40","28","9","4","12","13","22"
"2016-12-11","776128","35","Oklahoma City","5","Boston","H","","Western","","W","","234","99","41","83","3","21","14","27","49","17","9","7","15","12","9"
"2016-12-11","776129","14","Phoenix","38","New Orleans","H","","Western","","L","","260","119","44","96","14","41","17","26","57","21","6","3","14","16","27"
"2016-12-11","776129","38","New Orleans","14","Phoenix","V","","Western","","W","","260","120","38","97","16","40","28","35","49","24","12","4","14","11","27"
"2016-12-12","776130","23","Dallas","24","Denver","H","","Western","","W","","234","112","45","77","12","26","10","12","34","22","9","7","8","9","15"
"2016-12-12","776130","24","Denver","23","Dallas","V","","Western","","L","","234","92","35","83","7","25","15","18","43","19","6","3","20","16","15"
"2016-12-12","776131","1","Houston","36","Brooklyn","H","","Western","","W","","235","122","42","91","17","43","21","36","39","23","10","5","11","14","25"
"2016-12-12","776131","36","Brooklyn","1","Houston","V","","Western","","L","","234","118","42","80","7","20","27","36","41","21","9","4","6","19","27"
"2016-12-12","776132","3","Charlotte","18","Indiana","V","","Western","","L","","235","94","28","84","10","26","28","32","46","16","8","4","9","13","15"
"2016-12-12","776132","18","Indiana","3","Charlotte","H","","Western","","W","","236","110","43","88","17","36","7","10","42","24","4","11","5","11","21"
"2016-12-12","776133","4","Portland","11","L.A. Clippers","V","","Western","","L","","234","120","44","87","10","21","22","25","42","25","6","7","13","15","24"
"2016-12-12","776133","11","L.A. Clippers","4","Portland","H","","Western","","W","","235","121","42","89","11","23","26","28","38","26","9","8","13","11","20"
"2016-12-12","776134","16","Miami","20","Washington","H","","Western","","W","","236","112","45","88","9","26","13","19","47","25","6","4","11","11","18"
"2016-12-12","776134","20","Washington","16","Miami","V","","Western","","L","","236","101","39","84","5","23","18","22","36","17","8","1","9","14","22"
"2016-12-12","776135","15","Sacramento","27","L.A. Lakers","H","","Western","","W","","233","116","47","84","10","24","12","21","47","23","16","6","13","21","20"
"2016-12-12","776135","27","L.A. Lakers","15","Sacramento","V","","Western","","L","","235","92","33","84","10","23","16","21","39","18","12","3","17","19","16"
"2016-12-12","776136","7","Milwaukee","10","Toronto","V","","Western","","L","","231","100","42","89","4","24","12","17","37","27","8","3","12","11","20"
"2016-12-12","776136","10","Toronto","7","Milwaukee","H","","Western","","W","","235","122","42","83","14","25","24","28","48","26","7","2","16","14","18"
"2016-12-13","776137","6","Atlanta","13","Orlando","H","","Western","","L","","233","120","45","90","11","29","19","21","45","29","6","4","13","15","16"
"2016-12-13","776137","13","Orlando","6","Atlanta","V","","Western","","W","","234","131","51","87","15","34","14","20","28","36","7","5","5","9","17"
"2016-12-13","776138","2","Minnesota","8","Chicago","V","","Western","","W","","236","99","38","86","6","21","17","22","49","24","3","8","15","14","14"
"2016-12-13","776138","8","Chicago","2","Minnesota","H","","Western","","L","","235","94","38","87","4","15","14","19","42","20","7","6","13","9","16"
"2016-12-13","776139","9","Cleveland","31","Memphis","H","","Western","","W","","232","103","37","81","12","31","17","23","46","21","8","4","10","17","16"
"2016-12-13","776139","31","Memphis","9","Cleveland","V","","Western","","L","","235","86","35","86","4","22","12","15","43","19","10","6","11","15","23"
"2016-12-13","776140","25","Golden State","38","New Orleans","V","","Western","","W","","236","113","42","95","14","34","15","19","45","30","6","6","9","12","12"
"2016-12-13","776140","38","New Orleans","25","Golden State","H","","Western","","L","","235","109","39","82","14","35","17","21","45","26","12","11","6","17","18"
"2016-12-13","776141","14","Phoenix","21","New York","H","","Western","","W","","262","113","38","93","9","30","28","33","61","13","9","7","16","17","28"
"2016-12-13","776141","21","New York","14","Phoenix","V","","Western","","L","","259","111","38","97","7","20","28","38","43","23","10","4","11","13","27"
"2016-12-13","776142","4","Portland","35","Oklahoma City","H","","Western","","W","","231","114","43","80","8","23","20","27","36","23","10","9","7","13","26"
"2016-12-13","776142","35","Oklahoma City","4","Portland","V","","Western","","L","","235","95","33","87","8","27","21","28","44","18","9","3","16","20","21"
"2016-12-14","776143","27","L.A. Lakers","36","Brooklyn","V","","Western","","L","","236","97","35","91","6","27","21","34","49","11","8","6","18","10","26"
"2016-12-14","776143","36","Brooklyn","27","L.A. Lakers","H","","Western","","W","","235","107","33","86","11","35","30","40","61","19","7","4","19","15","26"
"2016-12-14","776144","22","Detroit","23","Dallas","V","","Western","","W","","234","95","36","71","5","17","18","22","50","18","4","2","10","19","19"
"2016-12-14","776144","23","Dallas","22","Detroit","H","","Western","","L","","235","85","32","78","8","25","13","16","30","19","13","3","6","11","22"
"2016-12-14","776145","1","Houston","15","Sacramento","H","","Western","","W","","233","132","50","85","22","42","10","16","47","40","8","5","8","16","11"
"2016-12-14","776145","15","Sacramento","1","Houston","V","","Western","","L","","235","98","39","92","11","32","9","11","40","27","8","7","12","15","16"
"2016-12-14","776146","9","Cleveland","31","Memphis","V","","Western","","L","","235","85","28","75","9","25","20","31","40","10","11","2","7","12","16"
"2016-12-14","776146","31","Memphis","9","Cleveland","H","","Western","","W","","234","93","35","81","12","23","11","16","55","22","10","2","14","17","27"
"2016-12-14","776147","16","Miami","18","Indiana","H","","Western","","W","","234","95","37","82","7","25","14","25","58","23","4","6","14","15","16"
"2016-12-14","776147","18","Indiana","16","Miami","V","","Western","","L","","236","89","33","89","9","27","14","17","38","14","8","5","6","8","21"
"2016-12-14","776148","11","L.A. Clippers","13","Orlando","V","","Western","","W","","235","113","37","74","13","25","26","37","42","21","6","5","7","11","20"
"2016-12-14","776148","13","Orlando","11","L.A. Clippers","H","","Western","","L","","236","108","42","89","14","33","10","20","39","29","5","1","12","8","29"
"2016-12-14","776149","10","Toronto","28","Philadelphia","V","","Western","","W","","234","123","41","87","10","29","31","36","39","21","9","3","15","9","20"
"2016-12-14","776149","28","Philadelphia","10","Toronto","H","","Western","","L","","236","114","43","86","9","29","19","25","43","29","5","4","14","14","27"
"2016-12-14","776150","5","Boston","17","San Antonio","V","","Western","","L","","235","101","37","84","10","31","17","20","35","25","12","3","8","12","13"
"2016-12-14","776150","17","San Antonio","5","Boston","H","","Western","","W","","234","108","44","80","8","22","12","14","38","33","9","3","5","15","17"
"2016-12-14","776151","26","Utah","35","Oklahoma City","H","","Western","","W","","234","109","42","72","13","23","12","15","38","22","4","6","4","14","22"
"2016-12-14","776151","35","Oklahoma City","26","Utah","V","","Western","","L","","234","89","30","82","6","19","23","27","38","14","4","3","13","9","18"
"2016-12-14","776152","3","Charlotte","20","Washington","V","","Western","","L","","235","106","38","74","14","33","16","21","33","25","7","8","5","18","18"
"2016-12-14","776152","20","Washington","3","Charlotte","H","","Western","","W","","237","109","45","87","5","18","14","17","41","27","15","3","12","14","18"
"2016-12-15","776153","4","Portland","24","Denver","V","","Western","","L","","234","120","41","88","8","23","30","36","41","22","6","4","15","14","25"
"2016-12-15","776153","24","Denver","4","Portland","H","","Western","","W","","236","132","43","84","15","31","31","35","36","27","10","4","5","15","28"
"2016-12-15","776154","21","New York","25","Golden State","V","","Western","","L","","233","90","38","93","5","21","9","19","49","19","10","5","14","11","10"
"2016-12-15","776154","25","Golden State","21","New York","H","","Western","","W","","234","103","45","96","9","32","4","8","57","41","7","10","15","17","17"
"2016-12-15","776155","7","Milwaukee","8","Chicago","H","","Western","","W","","237","108","45","95","11","20","7","13","42","32","8","5","13","8","20"
"2016-12-15","776155","8","Chicago","7","Milwaukee","V","","Western","","L","","235","97","35","74","5","19","22","29","41","23","5","3","6","16","16"
"2016-12-15","776156","18","Indiana","38","New Orleans","V","","Western","","L","","236","95","36","87","3","21","20","24","46","23","6","4","7","12","21"
"2016-12-15","776156","38","New Orleans","18","Indiana","H","","Western","","W","","237","102","36","86","10","27","20","28","56","23","6","8","12","16","16"
"2016-12-15","776157","14","Phoenix","17","San Antonio","H","","Western","","L","","231","92","34","85","10","27","14","18","35","15","9","3","11","13","25"
"2016-12-15","776157","17","San Antonio","14","Phoenix","V","","Western","","W","","233","107","39","74","5","16","24","26","50","19","6","2","9","20","20"
"2016-12-16","776158","3","Charlotte","5","Boston","V","","Western","","L","","234","88","32","98","8","30","16","19","54","21","10","4","17","12","21"
"2016-12-16","776158","5","Boston","3","Charlotte","H","","Western","","W","","234","96","34","78","9","28","19","26","46","26","7","8","5","13","15"
"2016-12-16","776159","7","Milwaukee","8","Chicago","V","","Western","","W","","231","95","38","82","10","25","9","13","53","26","7","4","11","11","14"
"2016-12-16","776159","8","Chicago","7","Milwaukee","H","","Western","","L","","234","69","28","92","5","21","8","15","50","17","7","3","19","12","14"
"2016-12-16","776160","1","Houston","38","New Orleans","H","","Western","","W","","236","122","42","94","24","61","14","19","57","27","7","4","13","14","18"
"2016-12-16","776160","38","New Orleans","1","Houston","V","","Western","","L","","235","100","40","98","9","27","11","20","47","17","4","6","13","11","16"
"2016-12-16","776161","15","Sacramento","31","Memphis","V","","Western","","W","","235","96","31","80","7","24","27","37","45","18","5","6","13","11","25"
"2016-12-16","776161","31","Memphis","15","Sacramento","H","","Western","","L","","235","92","29","77","5","25","29","36","47","19","7","8","13","13","31"
"2016-12-16","776162","11","L.A. Clippers","16","Miami","V","","Western","","W","","235","102","36","83","7","25","23","29","50","17","1","3","7","10","20"
"2016-12-16","776162","16","Miami","11","L.A. Clippers","H","","Western","","L","","234","98","38","93","6","27","16","25","47","20","5","5","10","4","23"
"2016-12-16","776163","13","Orlando","36","Brooklyn","H","","Western","","W","","235","118","39","97","7","29","33","42","49","22","8","11","13","7","17"
"2016-12-16","776163","36","Brooklyn","13","Orlando","V","","Western","","L","","233","111","39","83","11","27","22","26","45","21","5","6","6","17","32"
"2016-12-16","776164","27","L.A. Lakers","28","Philadelphia","V","","Western","","W","","236","100","36","79","9","30","19","22","46","19","11","4","8","20","21"
"2016-12-16","776164","28","Philadelphia","27","L.A. Lakers","H","","Western","","L","","235","89","32","88","6","31","19","24","48","22","7","4","16","17","17"
"2016-12-16","776165","6","Atlanta","10","Toronto","V","","Western","","W","","235","125","46","86","11","25","22","32","44","26","6","6","15","14","22"
"2016-12-16","776165","10","Toronto","6","Atlanta","H","","Western","","L","","234","121","47","86","10","21","17","26","28","20","7","5","8","9","27"
"2016-12-16","776166","23","Dallas","26","Utah","V","","Western","","L","","236","100","35","77","12","28","18","21","27","18","9","0","7","6","24"
"2016-12-16","776166","26","Utah","23","Dallas","H","","Western","","W","","235","103","37","65","8","22","21","27","41","18","4","3","8","16","23"
"2016-12-16","776167","20","Washington","22","Detroit","H","","Western","","W","","234","122","44","77","12","25","22","27","36","30","6","1","3","5","23"
"2016-12-16","776167","22","Detroit","20","Washington","V","","Western","","L","","234","108","42","86","10","28","14","21","40","22","3","1","10","9","19"
"2016-12-17","776168","3","Charlotte","6","Atlanta","V","","Western","","W","","236","107","43","88","12","27","9","13","43","26","8","3","7","12","17"
"2016-12-17","776168","6","Atlanta","3","Charlotte","H","","Western","","L","","236","99","40","86","10","26","9","16","47","26","4","2","9","12","18"
"2016-12-17","776169","9","Cleveland","27","L.A. Lakers","H","","Western","","W","","236","119","46","89","15","33","12","18","44","30","8","3","11","8","12"
"2016-12-17","776169","27","L.A. Lakers","9","Cleveland","V","","Western","","L","","236","108","41","86","16","37","10","13","41","30","3","2","10","11","16"
"2016-12-17","776170","21","New York","24","Denver","V","","Western","","L","","232","114","35","80","8","23","36","39","35","18","6","4","9","11","27"
"2016-12-17","776170","24","Denver","21","New York","H","","Western","","W","","233","127","50","90","10","27","17","29","41","26","6","7","11","10","27"
"2016-12-17","776171","18","Indiana","22","Detroit","V","","Western","","W","","235","105","40","83","6","19","19","25","51","20","6","3","9","9","16"
"2016-12-17","776171","22","Detroit","18","Indiana","H","","Western","","L","","235","90","32","84","10","30","16","22","40","22","6","1","10","8","18"
"2016-12-17","776172","4","Portland","25","Golden State","V","","Western","","L","","235","90","34","86","8","28","14","20","31","16","7","4","7","11","19"
"2016-12-17","776172","25","Golden State","4","Portland","H","","Western","","W","","234","135","51","87","14","28","19","26","56","36","7","5","9","15","16"
"2016-12-17","776173","1","Houston","2","Minnesota","V","","Western","","W","","261","111","39","96","17","51","16","20","47","25","14","4","10","16","22"
"2016-12-17","776173","2","Minnesota","1","Houston","H","","Western","","L","","260","109","41","92","7","21","20","27","55","29","9","6","13","21","21"
"2016-12-17","776174","14","Phoenix","35","Oklahoma City","V","","Western","","L","","233","101","39","90","8","22","15","20","43","16","5","5","16","16","23"
"2016-12-17","776174","35","Oklahoma City","14","Phoenix","H","","Western","","W","","233","114","41","81","7","16","25","34","42","28","12","4","10","13","21"
"2016-12-18","776175","15","Sacramento","23","Dallas","V","","Western","","L","","234","79","30","76","8","31","11","17","42","16","7","4","6","15","21"
"2016-12-18","776175","23","Dallas","15","Sacramento","H","","Western","","W","","235","99","34","77","13","33","18","22","44","20","10","6","6","11","13"
"2016-12-18","776176","26","Utah","31","Memphis","V","","Western","","W","","237","82","30","66","8","27","14","25","42","18","4","11","5","15","20"
"2016-12-18","776176","31","Memphis","26","Utah","H","","Western","","L","","234","73","28","93","2","23","15","18","48","12","8","1","19","8","28"
"2016-12-18","776177","5","Boston","16","Miami","V","","Western","","W","","234","105","41","90","9","28","14","19","37","21","13","2","11","11","16"
"2016-12-18","776177","16","Miami","5","Boston","H","","Western","","L","","234","95","36","69","9","24","14","25","42","23","7","5","7","23","20"
"2016-12-18","776178","10","Toronto","13","Orlando","V","","Western","","W","","234","109","43","87","7","27","16","21","47","20","10","7","10","10","16"
"2016-12-18","776178","13","Orlando","10","Toronto","H","","Western","","L","","232","79","34","83","3","21","8","9","42","13","5","3","10","19","17"
"2016-12-18","776179","28","Philadelphia","36","Brooklyn","H","","Western","","W","","236","108","38","89","12","28","20","23","48","23","5","5","14","17","18"
"2016-12-18","776179","36","Brooklyn","28","Philadelphia","V","","Western","","L","","235","107","36","81","12","34","23","31","43","26","8","5","7","16","20"
"2016-12-18","776180","17","San Antonio","38","New Orleans","H","","Western","","W","","234","113","42","86","11","22","18","22","49","31","6","6","12","13","15"
"2016-12-18","776180","38","New Orleans","17","San Antonio","V","","Western","","L","","235","100","41","89","10","26","8","14","37","29","8","6","8","10","17"
"2016-12-18","776181","11","L.A. Clippers","20","Washington","V","","Western","","L","","235","110","43","87","7","23","17","24","40","28","7","1","12","15","23"
"2016-12-18","776181","20","Washington","11","L.A. Clippers","H","","Western","","W","","235","117","43","81","10","19","21","30","33","24","10","4","9","15","24"
"2016-12-19","776182","8","Chicago","22","Detroit","H","","Western","","W","","236","113","49","82","8","16","7","7","46","34","9","5","9","13","13"
"2016-12-19","776182","22","Detroit","8","Chicago","V","","Western","","L","","234","82","34","83","3","23","11","13","32","19","8","3","10","11","8"
"2016-12-19","776183","23","Dallas","24","Denver","V","","Western","","L","","235","107","43","81","14","25","7","9","30","21","4","4","5","12","17"
"2016-12-19","776183","24","Denver","23","Dallas","H","","Western","","W","","235","117","45","79","13","24","14","18","40","32","7","0","7","11","13"
"2016-12-19","776184","18","Indiana","20","Washington","H","","Western","","W","","235","107","41","87","7","21","18","21","41","18","6","6","9","15","20"
"2016-12-19","776184","20","Washington","18","Indiana","V","","Western","","L","","234","105","38","88","8","33","21","26","49","19","5","6","14","15","22"
"2016-12-19","776185","2","Minnesota","14","Phoenix","H","","Western","","W","","236","115","42","86","7","19","24","25","41","26","8","7","11","19","25"
"2016-12-19","776185","14","Phoenix","2","Minnesota","V","","Western","","L","","235","108","37","82","9","21","25","35","34","16","11","5","8","17","23"
"2016-12-19","776186","6","Atlanta","35","Oklahoma City","V","","Western","","W","","236","110","41","75","9","23","19","24","35","24","5","2","5","15","20"
"2016-12-19","776186","35","Oklahoma City","6","Atlanta","H","","Western","","L","","233","108","39","87","10","35","20","26","44","13","8","3","15","12","18"
"2016-12-20","776187","3","Charlotte","27","L.A. Lakers","H","","Western","","W","","235","117","43","94","11","25","20","24","44","30","5","2","16","10","13"
"2016-12-20","776187","27","L.A. Lakers","3","Charlotte","V","","Western","","L","","235","113","44","90","16","33","9","11","40","29","5","12","10","12","20"
"2016-12-20","776188","25","Golden State","26","Utah","H","","Western","","W","","234","104","40","90","9","23","15","17","50","24","13","3","9","10","18"
"2016-12-20","776188","26","Utah","25","Golden State","V","","Western","","L","","234","74","27","76","9","30","11","20","44","13","5","3","10","23","17"
"2016-12-20","776189","1","Houston","17","San Antonio","H","","Western","","L","","237","100","35","92","6","38","24","27","51","22","10","5","20","16","17"
"2016-12-20","776189","17","San Antonio","1","Houston","V","","Western","","W","","233","102","36","77","12","23","18","25","43","21","13","5","10","19","17"
"2016-12-20","776190","11","L.A. Clippers","24","Denver","H","","Western","","W","","233","119","47","86","16","36","9","13","37","32","7","2","5","12","13"
"2016-12-20","776190","24","Denver","11","L.A. Clippers","V","","Western","","L","","235","102","39","90","11","39","13","20","46","22","5","2","15","12","15"
"2016-12-20","776191","5","Boston","31","Memphis","V","","Western","","W","","259","112","33","81","12","37","34","38","41","22","7","5","8","11","22"
"2016-12-20","776191","31","Memphis","5","Boston","H","","Western","","L","","260","109","38","94","12","30","21","26","52","23","10","3","17","13","30"
"2016-12-20","776192","13","Orlando","16","Miami","V","","Western","","W","","286","136","52","105","11","22","21","31","47","24","3","5","6","11","25"
"2016-12-20","776192","16","Miami","13","Orlando","H","","Western","","L","","285","130","50","108","12","30","18","26","48","22","4","6","9","10","30"
"2016-12-20","776193","7","Milwaukee","9","Cleveland","H","","Western","","L","","260","108","40","87","7","27","21","29","51","22","6","6","11","14","21"
"2016-12-20","776193","9","Cleveland","7","Milwaukee","V","","Western","","W","","260","114","37","91","17","40","23","27","43","19","5","2","9","10","21"
"2016-12-20","776194","18","Indiana","21","New York","V","","Western","","L","","236","111","39","91","6","23","27","33","44","22","10","5","11","9","14"
"2016-12-20","776194","21","New York","18","Indiana","H","","Western","","W","","234","118","44","88","13","23","17","21","45","24","6","8","4","14","18"
"2016-12-20","776195","28","Philadelphia","38","New Orleans","H","","Western","","L","","234","93","33","82","11","33","16","21","43","18","6","8","6","13","20"
"2016-12-20","776195","38","New Orleans","28","Philadelphia","V","","Western","","W","","234","108","40","93","10","17","18","26","56","28","2","3","16","11","16"
"2016-12-20","776196","4","Portland","15","Sacramento","V","","Western","","L","","236","121","44","86","4","27","29","40","41","30","5","4","15","8","31"
"2016-12-20","776196","15","Sacramento","4","Portland","H","","Western","","W","","235","126","40","72","10","23","36","43","31","20","3","4","4","10","28"
"2016-12-20","776197","10","Toronto","36","Brooklyn","H","","Western","","W","","235","116","42","91","8","18","24","31","48","19","13","9","12","13","21"
"2016-12-20","776197","36","Brooklyn","10","Toronto","V","","Western","","L","","236","104","36","91","10","35","22","28","52","20","9","5","14","16","23"
"2016-12-21","776198","2","Minnesota","6","Atlanta","V","","Western","","W","","235","92","35","83","9","29","13","14","52","21","6","6","15","17","11"
"2016-12-21","776198","6","Atlanta","2","Minnesota","H","","Western","","L","","235","84","34","82","7","26","9","13","35","19","9","8","8","10","15"
"2016-12-21","776199","8","Chicago","20","Washington","H","","Western","","L","","235","97","38","95","6","21","15","19","49","25","4","6","17","14","18"
"2016-12-21","776199","20","Washington","8","Chicago","V","","Western","","W","","236","107","43","82","3","18","18","25","44","23","7","4","6","10","20"
"2016-12-21","776200","7","Milwaukee","9","Cleveland","V","","Western","","L","","234","102","36","77","9","22","21","29","39","24","7","8","6","8","21"
"2016-12-21","776200","9","Cleveland","7","Milwaukee","H","","Western","","W","","234","113","43","87","15","27","12","19","44","30","3","7","11","11","20"
"2016-12-21","776201","22","Detroit","31","Memphis","H","","Western","","L","","235","86","26","72","6","23","28","37","47","17","2","3","11","17","18"
"2016-12-21","776201","31","Memphis","22","Detroit","V","","Western","","W","","234","98","35","82","12","30","16","19","38","25","9","5","7","8","26"
"2016-12-21","776202","35","Oklahoma City","38","New Orleans","V","","Western","","W","","236","121","45","88","11","28","20","24","49","22","8","6","13","10","20"
"2016-12-21","776202","38","New Orleans","35","Oklahoma City","H","","Western","","L","","232","110","42","88","8","20","18","23","34","25","4","3","7","9","18"
"2016-12-21","776203","1","Houston","14","Phoenix","V","","Western","","W","","235","125","46","86","18","38","15","26","37","30","4","8","9","11","22"
"2016-12-21","776203","14","Phoenix","1","Houston","H","","Western","","L","","234","111","44","93","9","25","14","20","44","20","7","6","14","8","23"
"2016-12-21","776204","4","Portland","23","Dallas","H","","Western","","L","","235","95","32","72","10","27","21","28","43","15","6","4","9","17","20"
"2016-12-21","776204","23","Dallas","4","Portland","V","","Western","","W","","235","96","35","83","7","31","19","23","38","14","12","5","10","10","20"
"2016-12-21","776205","15","Sacramento","26","Utah","V","","Western","","W","","237","94","34","74","10","21","16","24","41","13","5","3","8","10","19"
"2016-12-21","776205","26","Utah","15","Sacramento","H","","Western","","L","","236","93","33","74","9","27","18","22","43","19","7","6","7","11","22"
"2016-12-22","776206","25","Golden State","36","Brooklyn","V","","Western","","W","","234","117","47","104","12","37","11","14","51","29","19","7","11","12","19"
"2016-12-22","776206","36","Brooklyn","25","Golden State","H","","Western","","L","","234","101","38","86","13","35","12","16","46","22","6","6","7","26","15"
"2016-12-22","776207","5","Boston","18","Indiana","V","","Western","","W","","235","109","38","92","10","39","23","27","44","19","10","2","9","10","27"
"2016-12-22","776207","18","Indiana","5","Boston","H","","Western","","L","","235","102","35","82","7","23","25","29","52","20","5","3","9","19","21"
"2016-12-22","776208","11","L.A. Clippers","17","San Antonio","H","","Western","","W","","234","106","39","84","11","28","17","22","42","18","8","6","7","13","22"
"2016-12-22","776208","17","San Antonio","11","L.A. Clippers","V","","Western","","L","","235","101","37","92","6","19","21","25","54","19","9","7","17","12","23"
"2016-12-22","776209","16","Miami","27","L.A. Lakers","H","","Western","","W","","234","115","45","84","11","22","14","21","47","25","7","6","10","12","15"
"2016-12-22","776209","27","L.A. Lakers","16","Miami","V","","Western","","L","","235","107","40","90","14","38","13","15","40","18","7","2","9","13","14"
"2016-12-22","776210","13","Orlando","21","New York","V","","Western","","L","","235","95","39","90","5","27","12","16","41","21","7","7","10","16","14"
"2016-12-22","776210","21","New York","13","Orlando","H","","Western","","W","","236","106","41","96","9","20","15","17","52","26","9","9","18","15","18"
"2016-12-23","776211","5","Boston","35","Oklahoma City","H","","Western","","L","","235","112","41","93","9","28","21","26","39","29","8","2","10","12","29"
"2016-12-23","776211","35","Oklahoma City","5","Boston","V","","Western","","W","","234","117","41","80","11","26","24","36","44","27","5","6","10","13","21"
"2016-12-23","776212","3","Charlotte","8","Chicago","H","","Western","","W","","234","103","37","84","5","18","24","28","48","25","6","13","12","10","8"
"2016-12-23","776212","8","Chicago","3","Charlotte","V","","Western","","L","","235","91","38","96","7","22","8","10","52","20","5","6","17","9","20"
"2016-12-23","776213","9","Cleveland","36","Brooklyn","H","","Western","","W","","234","119","45","99","8","35","21","24","51","28","12","4","11","11","20"
"2016-12-23","776213","36","Brooklyn","9","Cleveland","V","","Western","","L","","234","99","38","85","8","30","15","18","44","22","6","7","7","19","22"
"2016-12-23","776214","6","Atlanta","24","Denver","V","","Western","","W","","236","109","37","86","8","25","27","33","41","26","10","4","10","8","25"
"2016-12-23","776214","24","Denver","6","Atlanta","H","","Western","","L","","235","108","37","78","8","25","26","35","45","27","3","7","7","15","29"
"2016-12-23","776215","22","Detroit","25","Golden State","H","","Western","","L","","236","113","43","85","10","29","17","28","36","22","12","3","5","13","22"
"2016-12-23","776215","25","Golden State","22","Detroit","V","","Western","","W","","236","119","43","77","11","27","22","24","41","35","9","2","4","22","21"
"2016-12-23","776216","11","L.A. Clippers","23","Dallas","H","","Western","","L","","234","88","34","74","13","29","7","11","41","17","9","4","6","20","16"
"2016-12-23","776216","23","Dallas","11","L.A. Clippers","V","","Western","","W","","234","90","37","87","7","29","9","15","42","21","13","4","14","12","14"
"2016-12-23","776217","1","Houston","31","Memphis","V","","Western","","L","","235","109","38","89","20","52","13","15","41","27","5","3","10","14","22"
"2016-12-23","776217","31","Memphis","1","Houston","H","","Western","","W","","232","115","41","81","13","25","20","25","37","23","9","3","8","10","16"
"2016-12-23","776218","7","Milwaukee","20","Washington","H","","Western","","W","","231","123","45","80","9","25","24","27","41","29","8","6","8","11","16"
"2016-12-23","776218","20","Washington","7","Milwaukee","V","","Western","","L","","234","96","37","79","7","24","15","18","30","24","2","2","5","14","21"
"2016-12-23","776219","2","Minnesota","15","Sacramento","H","","Western","","L","","235","105","36","79","12","32","21","26","42","18","5","4","12","12","21"
"2016-12-23","776219","15","Sacramento","2","Minnesota","V","","Western","","W","","234","109","42","80","15","29","10","14","34","27","7","3","6","11","23"
"2016-12-23","776220","16","Miami","38","New Orleans","V","","Western","","L","","235","87","36","87","8","19","7","13","59","19","4","4","11","13","20"
"2016-12-23","776220","38","New Orleans","16","Miami","H","","Western","","W","","235","91","33","89","11","28","14","21","52","17","8","9","11","9","20"
"2016-12-23","776221","13","Orlando","27","L.A. Lakers","H","","Western","","W","","232","109","45","89","11","27","8","14","47","25","10","11","7","14","20"
"2016-12-23","776221","27","L.A. Lakers","13","Orlando","V","","Western","","L","","234","90","31","87","8","23","20","24","47","16","8","6","13","16","14"
"2016-12-23","776222","14","Phoenix","28","Philadelphia","H","","Western","","W","","236","123","42","79","12","26","27","37","43","25","7","6","11","20","24"
"2016-12-23","776222","28","Philadelphia","14","Phoenix","V","","Western","","L","","237","116","42","83","13","31","19","22","28","23","7","6","8","19","31"
