"GameDay","GameID","TeamID","Team","OpponentID","Opponent","Location","Division","Conference","Playoffs","WinOrLoss","PlayerType","MIN","PTS","FGM","FGA","3FM","3FA","FTM","FTA","REB","AST","STL","BLK","OREB","TO","PF"
"2016-10-25","775770","9","Cleveland","21","New York","H","","Y","","W","","221","113","43","91","13","35","14","19","48","28","12","4","11","13","21"
"2016-10-25","775770","21","New York","9","Cleveland","V","","Y","","L","","234","88","32","87","9","27","15","20","42","17","6","6","13","18","22"
"2016-10-25","775771","17","San Antonio","25","Golden State","V","","Western","","W","","234","129","47","98","12","24","23","26","55","25","13","3","21","13","19"
"2016-10-25","775771","25","Golden State","17","San Antonio","H","","Western","","L","","234","100","40","85","7","33","13","18","35","24","11","6","8","16","19"
"2016-10-25","775772","4","Portland","26","Utah","H","","Western","","W","","237","113","39","75","13","19","22","22","34","22","5","3","5","12","18"
"2016-10-25","775772","26","Utah","4","Portland","V","","Western","","L","","234","104","40","82","8","24","16","16","31","19","9","5","6","11","19"
"2016-10-26","775773","5","Boston","36","Brooklyn","H","","Western","","W","","235","122","48","89","11","32","15","18","47","36","13","9","12","19","20"
"2016-10-26","775773","36","Brooklyn","5","Boston","V","","Western","","L","","235","117","43","97","15","44","16","20","44","22","8","3","15","16","19"
"2016-10-26","775774","18","Indiana","23","Dallas","H","","Western","","W","","259","130","47","93","10","19","26","34","52","30","11","6","8","16","23"
"2016-10-26","775774","23","Dallas","18","Indiana","V","","Western","","L","","259","121","45","104","18","48","13","18","48","25","8","8","10","15","26"
"2016-10-26","775775","1","Houston","27","L.A. Lakers","V","","Western","","L","","236","114","44","86","7","29","19","27","39","29","10","1","10","14","23"
"2016-10-26","775775","27","L.A. Lakers","1","Houston","H","","Western","","W","","235","120","45","89","12","35","18","22","39","21","10","4","11","15","24"
"2016-10-26","775776","2","Minnesota","31","Memphis","V","","Western","","L","","235","98","36","86","6","18","20","29","45","20","6","5","15","10","23"
"2016-10-26","775776","31","Memphis","2","Minnesota","H","","Western","","W","","236","102","36","80","11","24","19","27","45","19","6","11","11","13","25"
"2016-10-26","775777","3","Charlotte","7","Milwaukee","V","","Western","","W","","234","107","40","89","7","23","20","24","51","27","5","10","11","10","22"
"2016-10-26","775777","7","Milwaukee","3","Charlotte","H","","Western","","L","","235","96","39","92","3","16","15","20","46","23","4","5","10","8","22"
"2016-10-26","775778","24","Denver","38","New Orleans","V","","Western","","W","","236","107","37","83","8","24","25","33","58","18","7","2","11","24","22"
"2016-10-26","775778","38","New Orleans","24","Denver","H","","Western","","L","","234","102","38","92","3","19","23","26","34","31","16","5","5","11","29"
"2016-10-26","775779","13","Orlando","16","Miami","H","","Western","","L","","237","96","34","88","6","17","22","28","44","20","5","4","14","11","15"
"2016-10-26","775779","16","Miami","13","Orlando","V","","Western","","W","","235","108","47","97","4","16","10","16","52","27","5","7","16","10","22"
"2016-10-26","775780","28","Philadelphia","35","Oklahoma City","H","","Western","","L","","233","97","36","84","7","24","18","25","43","21","5","10","5","13","22"
"2016-10-26","775780","35","Oklahoma City","28","Philadelphia","V","","Western","","W","","236","103","39","94","6","22","19","26","53","19","7","3","13","10","23"
"2016-10-26","775781","14","Phoenix","15","Sacramento","H","","Western","","L","","233","94","36","77","4","16","18","27","41","20","6","3","10","18","29"
"2016-10-26","775781","15","Sacramento","14","Phoenix","V","","Western","","W","","234","113","44","86","6","21","19","26","41","24","5","5","10","13","20"
"2016-10-26","775782","10","Toronto","22","Detroit","H","","Western","","W","","235","109","41","86","3","18","24","29","51","17","8","0","14","11","22"
"2016-10-26","775782","22","Detroit","10","Toronto","V","","Western","","L","","235","91","35","84","4","22","17","22","40","17","8","0","8","13","24"
"2016-10-27","775783","6","Atlanta","20","Washington","H","","Western","","W","","233","114","44","88","12","26","14","18","52","28","13","7","14","21","19"
"2016-10-27","775783","20","Washington","6","Atlanta","V","","Western","","L","","234","99","40","94","6","20","13","18","40","25","14","4","12","19","20"
"2016-10-27","775784","5","Boston","8","Chicago","V","","Western","","L","","235","99","38","76","8","23","15","24","36","22","6","6","3","11","25"
"2016-10-27","775784","8","Chicago","5","Boston","H","","Western","","W","","235","105","36","92","11","25","22","30","55","25","5","1","18","12","21"
"2016-10-27","775785","4","Portland","11","L.A. Clippers","H","","Western","","L","","235","106","39","85","4","18","24","32","48","18","4","4","9","14","32"
"2016-10-27","775785","11","L.A. Clippers","4","Portland","V","","Western","","W","","236","114","37","91","8","29","32","46","48","12","10","4","15","7","25"
"2016-10-27","775786","15","Sacramento","17","San Antonio","H","","Western","","L","","235","94","28","70","6","20","32","38","40","22","7","0","6","15","21"
"2016-10-27","775786","17","San Antonio","15","Sacramento","V","","Western","","W","","235","102","36","79","6","18","24","27","40","23","10","8","9","9","26"
"2016-10-28","775787","18","Indiana","36","Brooklyn","V","","Western","","L","","232","94","37","98","7","24","13","20","49","22","7","6","14","13","22"
"2016-10-28","775787","36","Brooklyn","18","Indiana","H","","Western","","W","","234","103","38","87","10","33","17","20","52","20","6","4","12","16","23"
"2016-10-28","775788","1","Houston","23","Dallas","V","","Western","","W","","234","106","33","69","15","32","25","31","41","21","6","1","5","18","21"
"2016-10-28","775788","23","Dallas","1","Houston","H","","Western","","L","","234","98","35","80","8","29","20","24","34","13","11","2","6","9","21"
"2016-10-28","775789","13","Orlando","22","Detroit","V","","Western","","L","","236","82","33","95","8","26","8","12","44","20","8","3","14","9","13"
"2016-10-28","775789","22","Detroit","13","Orlando","H","","Western","","W","","234","108","48","95","7","19","5","6","53","27","8","4","9","12","11"
"2016-10-28","775790","3","Charlotte","16","Miami","V","","Western","","W","","236","97","35","92","7","22","20","24","49","20","10","9","13","8","20"
"2016-10-28","775790","16","Miami","3","Charlotte","H","","Western","","L","","236","91","32","86","14","34","13","20","52","19","2","4","11","19","23"
"2016-10-28","775791","25","Golden State","38","New Orleans","V","","Western","","W","","236","122","44","91","9","28","25","28","49","32","8","2","9","14","22"
"2016-10-28","775791","38","New Orleans","25","Golden State","H","","Western","","L","","235","114","47","100","5","22","15","23","49","29","8","6","12","13","24"
"2016-10-28","775792","14","Phoenix","35","Oklahoma City","V","","Western","","L","","260","110","42","94","5","28","21","32","44","15","11","3","7","15","29"
"2016-10-28","775792","35","Oklahoma City","14","Phoenix","H","","Western","","W","","260","113","40","96","5","21","28","38","57","13","11","3","14","22","24"
"2016-10-28","775793","9","Cleveland","10","Toronto","V","","Western","","W","","236","94","33","79","12","32","16","22","40","20","8","3","9","17","15"
"2016-10-28","775793","10","Toronto","9","Cleveland","H","","Western","","L","","236","91","35","90","4","16","17","18","51","12","9","3","18","18","20"
"2016-10-28","775794","26","Utah","27","L.A. Lakers","H","","Western","","W","","235","96","31","75","6","25","28","40","47","14","4","7","13","14","18"
"2016-10-28","775794","27","L.A. Lakers","26","Utah","V","","Western","","L","","236","89","32","84","9","23","16","21","43","16","6","7","11","14","29"
"2016-10-29","775795","8","Chicago","18","Indiana","H","","Western","","W","","233","118","45","86","9","21","19","21","47","34","8","6","13","12","14"
"2016-10-29","775795","18","Indiana","8","Chicago","V","","Western","","L","","233","101","43","88","7","18","8","9","33","34","8","7","8","13","16"
"2016-10-29","775796","3","Charlotte","5","Boston","H","","Western","","L","","236","98","32","79","9","32","25","33","38","22","8","6","6","8","17"
"2016-10-29","775796","5","Boston","3","Charlotte","V","","Western","","W","","235","104","39","81","15","31","11","17","42","25","4","6","4","13","26"
"2016-10-29","775797","9","Cleveland","13","Orlando","H","","Western","","W","","235","105","36","88","11","37","22","30","40","17","8","6","13","9","27"
"2016-10-29","775797","13","Orlando","9","Cleveland","V","","Western","","L","","234","99","38","84","8","28","15","26","50","21","6","5","13","20","23"
"2016-10-29","775798","4","Portland","24","Denver","V","","Western","","W","","261","115","45","98","10","32","15","21","45","23","10","8","5","15","30"
"2016-10-29","775798","24","Denver","4","Portland","H","","Western","","L","","261","113","38","100","6","23","31","39","61","19","10","5","16","17","21"
"2016-10-29","775799","7","Milwaukee","36","Brooklyn","H","","Western","","W","","235","110","41","88","8","22","20","24","45","25","14","5","9","14","24"
"2016-10-29","775799","36","Brooklyn","7","Milwaukee","V","","Western","","L","","234","108","37","84","11","35","23","28","45","23","12","6","11","18","22"
"2016-10-29","775800","21","New York","31","Memphis","H","","Western","","W","","234","111","40","76","6","21","25","39","41","24","4","4","6","12","25"
"2016-10-29","775800","31","Memphis","21","New York","V","","Western","","L","","234","104","37","86","9","25","21","26","40","19","3","2","11","12","30"
"2016-10-29","775801","6","Atlanta","28","Philadelphia","V","","Western","","W","","235","104","42","85","5","20","15","23","47","31","11","7","6","12","14"
"2016-10-29","775801","28","Philadelphia","6","Atlanta","H","","Western","","L","","234","72","28","80","5","18","11","15","39","16","9","5","4","20","20"
"2016-10-29","775802","2","Minnesota","15","Sacramento","V","","Western","","L","","235","103","37","72","7","22","22","31","38","19","5","5","9","11","25"
"2016-10-29","775802","15","Sacramento","2","Minnesota","H","","Western","","W","","235","106","39","85","9","26","19","25","31","24","6","5","11","13","24"
"2016-10-29","775803","17","San Antonio","38","New Orleans","H","","Western","","W","","234","98","35","83","10","24","18","23","50","21","6","7","6","9","15"
"2016-10-29","775803","38","New Orleans","17","San Antonio","V","","Western","","L","","233","79","32","86","4","22","11","15","45","14","6","5","7","9","19"
"2016-10-30","775804","7","Milwaukee","22","Detroit","V","","Western","","L","","234","83","34","87","4","17","11","14","40","22","10","4","10","12","16"
"2016-10-30","775804","22","Detroit","7","Milwaukee","H","","Western","","W","","235","98","39","88","5","20","15","20","58","23","8","4","16","15","14"
"2016-10-30","775805","1","Houston","23","Dallas","H","","Western","","W","","236","93","34","80","11","31","14","21","46","16","5","4","9","17","21"
"2016-10-30","775805","23","Dallas","1","Houston","V","","Western","","L","","235","92","32","84","11","30","17","20","42","17","8","3","12","9","17"
"2016-10-30","775806","11","L.A. Clippers","26","Utah","H","","Western","","W","","234","88","34","83","6","27","14","20","49","17","8","4","14","13","14"
"2016-10-30","775806","26","Utah","11","L.A. Clippers","V","","Western","","L","","234","75","29","73","7","19","10","13","43","18","8","3","7","18","22"
"2016-10-30","775807","20","Washington","31","Memphis","V","","Western","","L","","258","103","38","86","5","25","22","25","40","19","8","4","8","14","23"
"2016-10-30","775807","31","Memphis","20","Washington","H","","Western","","W","","260","112","39","88","15","31","19","26","47","24","9","2","11","14","25"
"2016-10-30","775808","16","Miami","17","San Antonio","H","","Western","","L","","237","99","37","80","7","20","18","26","36","19","7","6","6","12","24"
"2016-10-30","775808","17","San Antonio","16","Miami","V","","Western","","W","","236","106","37","82","10","18","22","26","44","20","4","5","14","15","25"
"2016-10-30","775809","27","L.A. Lakers","35","Oklahoma City","V","","Western","","L","","235","96","35","87","7","32","19","24","41","20","15","2","11","21","18"
"2016-10-30","775809","35","Oklahoma City","27","L.A. Lakers","H","","Western","","W","","233","113","45","95","9","26","14","17","46","29","15","6","11","19","22"
"2016-10-30","775810","14","Phoenix","25","Golden State","H","","Western","","L","","234","100","37","90","8","23","18","25","50","19","10","6","11","11","26"
"2016-10-30","775810","25","Golden State","14","Phoenix","V","","Western","","W","","235","106","35","83","8","29","28","33","43","27","6","5","7","15","23"
"2016-10-31","775811","6","Atlanta","15","Sacramento","H","","Western","","W","","236","106","33","79","11","30","29","47","44","24","11","6","17","13","20"
"2016-10-31","775811","15","Sacramento","6","Atlanta","V","","Western","","L","","234","95","36","75","10","23","13","19","38","26","10","6","6","19","34"
"2016-10-31","775812","8","Chicago","36","Brooklyn","V","","Western","","W","","234","118","45","89","11","27","17","18","58","26","9","9","13","19","22"
"2016-10-31","775812","36","Brooklyn","8","Chicago","H","","Western","","L","","235","88","33","96","5","31","17","21","45","14","12","3","16","15","15"
"2016-10-31","775813","11","L.A. Clippers","14","Phoenix","H","","Western","","W","","234","116","40","80","6","16","30","38","44","21","8","4","5","16","23"
"2016-10-31","775813","14","Phoenix","11","L.A. Clippers","V","","Western","","L","","232","98","35","84","5","15","23","31","44","19","11","0","10","20","33"
"2016-10-31","775814","10","Toronto","24","Denver","H","","Western","","W","","234","105","41","88","4","16","19","25","43","16","7","9","11","7","28"
"2016-10-31","775814","24","Denver","10","Toronto","V","","Western","","L","","236","102","33","81","9","22","27","35","46","14","2","9","11","8","18"
"2016-11-01","775815","1","Houston","9","Cleveland","V","","Western","","L","","234","120","43","90","17","44","17","25","32","30","5","2","11","7","25"
"2016-11-01","775815","9","Cleveland","1","Houston","H","","Western","","W","","234","128","43","83","16","32","26","31","46","22","4","2","12","11","21"
"2016-11-01","775816","21","New York","22","Detroit","V","","Western","","L","","233","89","35","86","7","22","12","15","43","18","6","9","8","11","20"
"2016-11-01","775816","22","Detroit","21","New York","H","","Western","","W","","235","102","41","89","8","13","12","21","48","19","7","5","10","10","16"
"2016-11-01","775817","18","Indiana","27","L.A. Lakers","H","","Western","","W","","234","115","41","87","10","28","23","29","43","19","10","8","11","15","20"
"2016-11-01","775817","27","L.A. Lakers","18","Indiana","V","","Western","","L","","233","108","40","89","6","28","22","25","44","14","8","2","11","19","25"
"2016-11-01","775818","15","Sacramento","16","Miami","V","","Western","","L","","261","96","34","89","5","23","23","27","53","12","4","4","9","15","23"
"2016-11-01","775818","16","Miami","15","Sacramento","H","","Western","","W","","261","108","37","86","13","29","21","29","45","24","10","9","6","15","21"
"2016-11-01","775819","2","Minnesota","31","Memphis","H","","Western","","W","","234","116","43","78","12","20","18","23","49","29","11","4","10","21","22"
"2016-11-01","775819","31","Memphis","2","Minnesota","V","","Western","","L","","235","80","27","74","4","24","22","29","32","10","17","4","8","21","22"
"2016-11-01","775820","7","Milwaukee","38","New Orleans","V","","Western","","W","","234","117","44","91","10","32","19","21","50","30","9","5","11","15","25"
"2016-11-01","775820","38","New Orleans","7","Milwaukee","H","","Western","","L","","236","113","36","82","9","26","32","41","42","23","13","5","9","13","17"
"2016-11-01","775821","13","Orlando","28","Philadelphia","V","","Western","","W","","235","103","42","93","6","25","13","17","39","29","7","6","12","10","15"
"2016-11-01","775821","28","Philadelphia","13","Orlando","H","","Western","","L","","234","101","40","82","9","21","12","16","42","28","5","8","7","15","20"
"2016-11-01","775822","4","Portland","25","Golden State","H","","Western","","L","","235","104","37","86","14","39","16","21","32","23","12","4","6","18","17"
"2016-11-01","775822","25","Golden State","4","Portland","V","","Western","","W","","234","127","50","89","10","26","17","23","45","36","14","4","7","16","19"
"2016-11-01","775823","17","San Antonio","26","Utah","H","","Western","","L","","234","91","33","76","6","20","19","21","34","19","6","5","4","9","15"
"2016-11-01","775823","26","Utah","17","San Antonio","V","","Western","","W","","235","106","38","76","15","31","15","18","39","22","5","8","2","10","20"
"2016-11-02","775824","6","Atlanta","27","L.A. Lakers","H","","Western","","L","","235","116","41","85","11","32","23","29","37","30","10","1","10","18","19"
"2016-11-02","775824","27","L.A. Lakers","6","Atlanta","V","","Western","","W","","237","123","48","89","9","22","18","20","41","24","11","9","10","15","25"
"2016-11-02","775825","5","Boston","8","Chicago","H","","Western","","W","","233","107","41","87","14","32","11","17","38","28","10","4","10","12","24"
"2016-11-02","775825","8","Chicago","5","Boston","V","","Western","","L","","236","100","35","81","7","20","23","31","49","21","7","7","15","19","19"
"2016-11-02","775826","22","Detroit","36","Brooklyn","V","","Western","","L","","234","101","37","88","9","25","18","21","38","21","11","6","10","13","18"
"2016-11-02","775826","36","Brooklyn","22","Detroit","H","","Western","","W","","234","109","41","76","13","27","14","17","45","27","10","3","5","19","23"
"2016-11-02","775827","3","Charlotte","28","Philadelphia","H","","Western","","W","","235","109","39","79","13","34","18","26","44","25","8","3","9","15","17"
"2016-11-02","775827","28","Philadelphia","3","Charlotte","V","","Western","","L","","234","93","34","86","12","38","13","15","37","23","8","2","8","17","24"
"2016-11-02","775828","11","L.A. Clippers","35","Oklahoma City","H","","Western","","L","","234","83","34","87","7","22","8","18","41","22","13","5","8","17","19"
"2016-11-02","775828","35","Oklahoma City","11","L.A. Clippers","V","","Western","","W","","233","85","34","84","5","20","12","20","52","14","8","4","10","21","24"
"2016-11-02","775829","31","Memphis","38","New Orleans","H","","Western","","W","","260","89","33","94","8","27","15","20","52","20","12","5","13","17","22"
"2016-11-02","775829","38","New Orleans","31","Memphis","V","","Western","","L","","260","83","30","81","11","34","12","16","43","17","8","9","5","21","26"
"2016-11-02","775830","1","Houston","21","New York","V","","Western","","W","","234","118","42","89","15","40","19","27","54","25","12","7","19","19","21"
"2016-11-02","775830","21","New York","1","Houston","H","","Western","","L","","231","99","37","85","8","20","17","25","34","18","10","7","7","16","22"
"2016-11-02","775831","4","Portland","14","Phoenix","V","","Western","","L","","261","115","42","101","12","33","19","21","53","25","8","8","10","14","23"
"2016-11-02","775831","14","Phoenix","4","Portland","H","","Western","","W","","261","118","44","103","5","16","25","30","59","15","10","5","14","12","20"
"2016-11-02","775832","23","Dallas","26","Utah","V","","Western","","L","","231","81","33","77","7","26","8","10","36","18","4","4","6","12","20"
"2016-11-02","775832","26","Utah","23","Dallas","H","","Western","","W","","235","97","35","77","12","25","15","26","41","18","6","3","7","12","21"
"2016-11-02","775833","10","Toronto","20","Washington","V","","Western","","W","","235","113","43","77","10","25","17","25","31","21","16","2","4","13","24"
"2016-11-02","775833","20","Washington","10","Toronto","H","","Western","","L","","237","103","42","72","3","10","16","24","36","21","8","5","6","20","20"
"2016-11-03","775834","5","Boston","9","Cleveland","V","","Western","","L","","234","122","46","95","11","32","19","22","38","25","4","7","10","8","28"
"2016-11-03","775834","9","Cleveland","5","Boston","H","","Western","","W","","236","128","41","85","14","34","32","37","44","24","6","7","10","7","19"
"2016-11-03","775835","25","Golden State","35","Oklahoma City","H","","Western","","W","","235","122","46","90","14","30","16","20","47","27","9","14","16","15","18"
"2016-11-03","775835","35","Oklahoma City","25","Golden State","V","","Western","","L","","235","96","35","87","10","27","16","28","41","20","8","7","13","16","20"
"2016-11-03","775836","7","Milwaukee","18","Indiana","H","","Western","","W","","233","125","47","81","12","27","19","24","41","32","10","6","12","22","23"
"2016-11-03","775836","18","Indiana","7","Milwaukee","V","","Western","","L","","233","107","38","81","10","23","21","27","31","29","15","3","10","21","23"
"2016-11-03","775837","2","Minnesota","24","Denver","H","","Western","","L","","235","99","35","88","9","22","20","25","43","20","8","4","14","16","22"
"2016-11-03","775837","24","Denver","2","Minnesota","V","","Western","","W","","234","102","39","81","6","22","18","25","44","24","10","3","7","20","24"
"2016-11-03","775838","13","Orlando","15","Sacramento","H","","Western","","W","","235","102","38","84","10","30","16","23","44","24","5","4","13","14","14"
"2016-11-03","775838","15","Sacramento","13","Orlando","V","","Western","","L","","235","94","38","80","7","18","11","17","39","17","8","1","11","14","23"
"2016-11-04","775839","3","Charlotte","36","Brooklyn","V","","Western","","W","","235","99","36","86","10","30","17","24","49","24","7","3","7","16","18"
"2016-11-04","775839","36","Brooklyn","3","Charlotte","H","","Western","","L","","235","95","35","87","9","36","16","21","46","20","12","3","7","15","22"
"2016-11-04","775840","8","Chicago","21","New York","H","","Western","","L","","235","104","37","84","8","23","22","27","42","15","4","4","15","12","16"
"2016-11-04","775840","21","New York","8","Chicago","V","","Western","","W","","234","117","46","89","9","21","16","21","40","32","7","2","11","5","23"
"2016-11-04","775841","4","Portland","23","Dallas","V","","Western","","W","","236","105","36","80","12","31","21","26","42","21","9","3","7","14","20"
"2016-11-04","775841","23","Dallas","4","Portland","H","","Western","","L","","234","95","34","83","10","28","17","20","44","18","5","3","7","12","21"
"2016-11-04","775842","25","Golden State","27","L.A. Lakers","V","","Western","","L","","235","97","39","86","5","32","14","20","40","26","13","3","9","20","13"
"2016-11-04","775842","27","L.A. Lakers","25","Golden State","H","","Western","","W","","233","117","45","95","8","30","19","21","51","26","9","5","16","16","19"
"2016-11-04","775843","11","L.A. Clippers","31","Memphis","V","","Western","","W","","234","99","32","85","8","27","27","33","48","19","17","6","12","11","23"
"2016-11-04","775843","31","Memphis","11","L.A. Clippers","H","","Western","","L","","234","88","31","84","9","26","17","22","48","26","4","9","13","18","27"
"2016-11-04","775844","14","Phoenix","38","New Orleans","V","","Western","","W","","260","112","40","93","8","24","24","28","58","18","7","2","12","14","27"
"2016-11-04","775844","38","New Orleans","14","Phoenix","H","","Western","","L","","260","111","43","94","10","30","15","28","45","28","6","14","8","8","21"
"2016-11-04","775845","10","Toronto","16","Miami","H","","Western","","W","","235","96","37","84","6","25","16","18","50","14","7","5","13","15","16"
"2016-11-04","775845","16","Miami","10","Toronto","V","","Western","","L","","234","87","34","88","9","28","10","15","43","19","10","5","12","13","22"
"2016-11-04","775846","17","San Antonio","26","Utah","V","","Western","","W","","235","100","37","83","6","20","20","22","49","17","9","8","9","11","25"
"2016-11-04","775846","26","Utah","17","San Antonio","H","","Western","","L","","236","86","30","80","11","26","15","24","42","15","7","4","9","12","19"
"2016-11-04","775847","6","Atlanta","20","Washington","V","","Western","","L","","235","92","32","83","5","25","23","36","47","22","12","3","10","18","24"
"2016-11-04","775847","20","Washington","6","Atlanta","H","","Western","","W","","234","95","31","80","5","20","28","35","46","13","7","3","11","19","23"
"2016-11-05","775848","1","Houston","6","Atlanta","V","","Western","","L","","234","97","37","85","12","36","11","13","43","22","8","7","12","25","26"
"2016-11-05","775848","6","Atlanta","1","Houston","H","","Western","","W","","234","112","45","85","8","20","14","24","44","29","16","5","13","18","13"
"2016-11-05","775849","22","Detroit","24","Denver","H","","Western","","W","","233","103","40","83","7","20","16","22","47","22","9","9","8","13","16"
"2016-11-05","775849","24","Denver","22","Detroit","V","","Western","","L","","233","86","31","94","7","25","17","20","48","15","8","1","16","16","15"
"2016-11-05","775850","8","Chicago","18","Indiana","V","","Western","","L","","234","94","34","79","6","18","20","25","40","17","8","5","13","16","13"
"2016-11-05","775850","18","Indiana","8","Chicago","H","","Western","","W","","233","111","46","86","12","26","7","12","36","27","8","9","8","11","20"
"2016-11-05","775851","7","Milwaukee","15","Sacramento","H","","Western","","W","","233","117","41","82","14","33","21","25","53","28","12","10","17","15","22"
"2016-11-05","775851","15","Sacramento","7","Milwaukee","V","","Western","","L","","233","91","33","84","10","28","15","19","36","27","8","3","13","14","19"
"2016-11-05","775852","2","Minnesota","35","Oklahoma City","V","","Western","","L","","234","92","33","84","4","19","22","29","41","12","7","8","17","17","19"
"2016-11-05","775852","35","Oklahoma City","2","Minnesota","H","","Western","","W","","235","112","45","86","7","16","15","24","41","24","9","9","11","12","21"
"2016-11-05","775853","13","Orlando","20","Washington","H","","Western","","W","","236","88","31","78","9","28","17","27","43","21","4","6","10","8","16"
"2016-11-05","775853","20","Washington","13","Orlando","V","","Western","","L","","236","86","34","86","6","17","12","17","49","11","4","5","14","10","23"
"2016-11-05","775854","9","Cleveland","28","Philadelphia","V","","Western","","W","","235","102","37","91","14","38","14","18","49","23","10","5","11","16","15"
"2016-11-05","775854","28","Philadelphia","9","Cleveland","H","","Western","","L","","235","101","40","87","14","38","7","12","45","21","9","9","5","17","23"
"2016-11-05","775855","11","L.A. Clippers","17","San Antonio","V","","Western","","W","","235","116","47","91","9","23","13","14","41","24","8","6","7","8","19"
"2016-11-05","775855","17","San Antonio","11","L.A. Clippers","H","","Western","","L","","234","92","30","74","10","25","22","25","40","19","5","5","7","15","18"
"2016-11-06","775856","5","Boston","24","Denver","H","","Western","","L","","234","107","41","90","8","25","17","21","39","31","3","5","11","11","24"
"2016-11-06","775856","24","Denver","5","Boston","V","","Western","","W","","235","123","44","84","11","23","24","31","47","21","7","6","9","17","23"
"2016-11-06","775857","7","Milwaukee","23","Dallas","V","","Western","","L","","260","75","30","82","6","29","9","12","51","14","11","2","9","27","26"
"2016-11-06","775857","23","Dallas","7","Milwaukee","H","","Western","","W","","261","86","33","88","9","38","11","12","46","14","12","2","10","15","20"
"2016-11-06","775858","14","Phoenix","27","L.A. Lakers","V","","Western","","L","","235","108","40","91","6","20","22","28","40","20","8","2","11","17","30"
"2016-11-06","775858","27","L.A. Lakers","14","Phoenix","H","","Western","","W","","234","119","41","90","10","23","27","35","53","22","8","5","15","19","22"
"2016-11-06","775859","4","Portland","31","Memphis","V","","Western","","W","","235","100","32","71","14","33","22","27","37","19","7","5","5","15","25"
"2016-11-06","775859","31","Memphis","4","Portland","H","","Western","","L","","234","94","31","81","6","26","26","32","44","15","9","5","12","13","20"
"2016-11-06","775860","21","New York","26","Utah","H","","Western","","L","","236","109","42","83","8","20","17","19","39","18","8","5","10","12","26"
"2016-11-06","775860","26","Utah","21","New York","V","","Western","","W","","235","114","38","75","8","25","30","35","34","21","6","4","7","10","19"
"2016-11-06","775861","10","Toronto","15","Sacramento","H","","Western","","L","","235","91","30","84","7","30","24","31","43","22","6","5","13","6","26"
"2016-11-06","775861","15","Sacramento","10","Toronto","V","","Western","","W","","235","96","34","78","5","16","23","31","47","21","4","5","13","9","22"
"2016-11-07","775862","8","Chicago","13","Orlando","H","","Western","","W","","234","112","42","89","3","19","25","31","56","26","7","4","15","8","11"
"2016-11-07","775862","13","Orlando","8","Chicago","V","","Western","","L","","232","80","33","85","9","30","5","6","39","28","6","7","6","14","23"
"2016-11-07","775863","3","Charlotte","18","Indiana","H","","Western","","W","","235","122","41","84","12","32","28","32","43","30","12","3","3","11","15"
"2016-11-07","775863","18","Indiana","3","Charlotte","V","","Western","","L","","233","100","40","93","9","33","11","15","51","23","8","4","11","18","25"
"2016-11-07","775864","25","Golden State","38","New Orleans","H","","Western","","W","","236","116","45","90","16","35","10","12","38","35","14","4","10","15","17"
"2016-11-07","775864","38","New Orleans","25","Golden State","V","","Western","","L","","236","106","39","80","7","21","21","27","43","26","8","1","11","19","16"
"2016-11-07","775865","11","L.A. Clippers","22","Detroit","H","","Western","","W","","234","114","41","76","13","25","19","22","46","28","8","7","2","10","20"
"2016-11-07","775865","22","Detroit","11","L.A. Clippers","V","","Western","","L","","234","82","30","82","4","12","18","26","39","14","5","2","11","11","19"
"2016-11-07","775866","16","Miami","35","Oklahoma City","V","","Western","","L","","235","85","31","84","4","17","19","22","41","12","8","7","12","12","16"
"2016-11-07","775866","35","Oklahoma City","16","Miami","H","","Western","","W","","235","97","37","85","9","28","14","17","47","24","8","5","10","16","18"
"2016-11-07","775867","26","Utah","28","Philadelphia","V","","Western","","W","","235","109","43","85","11","19","12","20","45","20","10","11","10","10","22"
"2016-11-07","775867","28","Philadelphia","26","Utah","H","","Western","","L","","235","84","31","77","7","21","15","22","42","16","5","2","9","18","19"
"2016-11-07","775868","1","Houston","20","Washington","V","","Western","","W","","235","114","41","79","17","37","15","18","37","28","6","7","6","18","18"
"2016-11-07","775868","20","Washington","1","Houston","H","","Western","","L","","236","106","39","94","10","27","18","20","45","20","12","5","16","13","16"
"2016-11-08","775869","2","Minnesota","36","Brooklyn","V","","Western","","L","","236","110","39","92","12","28","20","28","41","20","11","3","15","16","21"
"2016-11-08","775869","36","Brooklyn","2","Minnesota","H","","Western","","W","","234","119","42","76","12","33","23","26","43","20","5","5","5","20","19"
"2016-11-08","775870","6","Atlanta","9","Cleveland","V","","Western","","W","","234","110","41","81","11","29","17","24","50","22","1","4","11","19","21"
"2016-11-08","775870","9","Cleveland","6","Atlanta","H","","Western","","L","","234","106","37","99","11","42","21","25","39","21","12","1","13","6","20"
"2016-11-08","775871","23","Dallas","27","L.A. Lakers","V","","Western","","W","","236","109","43","82","10","23","13","15","37","24","11","4","8","11","12"
"2016-11-08","775871","27","L.A. Lakers","23","Dallas","H","","Western","","L","","234","97","38","78","10","26","11","14","37","20","6","1","8","16","19"
"2016-11-08","775872","24","Denver","31","Memphis","V","","Western","","L","","234","106","35","70","10","24","26","32","39","24","6","4","6","21","22"
"2016-11-08","775872","31","Memphis","24","Denver","H","","Western","","W","","235","108","44","86","7","24","13","19","32","29","14","5","8","14","30"
